loss,val_loss
0.00042063178261741996,0.00035474967444315553
0.0004124416736885905,0.00034535620943643153
0.0003728443698491901,0.0002967535110656172
0.00036907498724758625,0.00026254073600284755
0.00037106851232238114,0.00023341306950896978
0.0003590109699871391,0.0001987460709642619
0.00034890585811808705,0.0001942972739925608
0.00036036991514265537,0.0001694146340014413
0.00034903010237030685,0.00016456283628940582
0.0003505357599351555,0.0001555851922603324
0.0003449754440225661,0.0001643478753976524
0.00033675733720883727,0.0001587775768712163
0.00033675128361210227,0.00015127650112845004
0.0003460260631982237,0.00014292656851466745
0.00032675283728167415,0.00011760695633711293
0.00033639997127465904,0.00011445589188951999
0.00033267823164351285,0.00010765244223875925
0.00033592325053177774,0.00010057527106255293
0.0003437526465859264,0.00012849569611717016
0.00034207297721877694,0.00010719300917116925
0.0003237194032408297,0.00012868082558270544
0.0003360145492479205,0.0001114934784709476
0.0003290132444817573,0.00011824113607872277
0.0003379579575266689,9.358661918668076e-05
0.00032850823481567204,0.00010634041973389685
0.0003293112386018038,0.00012411038915161043
0.0003240340738557279,0.00010933734301943332
0.0003364409785717726,0.00013401168689597398
0.000334979995386675,0.00010996694618370384
0.0003308560117147863,9.054600377567112e-05
