loss,val_loss
0.0010585262207314372,0.001758862053975463
0.0005871634348295629,0.0003359121910762042
0.0005034733330830932,0.00014350736455526203
0.0004989735898561776,0.00011614977120188996
0.0004722823214251548,8.572744263801724e-05
0.00047199102118611336,8.627922215964645e-05
0.00045633080299012363,8.397062629228458e-05
0.000456164067145437,7.703278970438987e-05
0.00045029661851003766,7.315307448152453e-05
0.0004523333045653999,8.348905976163223e-05
0.0004404317878652364,9.723691619001329e-05
0.00043070889660157263,8.758904004935175e-05
0.0004312506061978638,0.00012078328290954232
0.0004161059914622456,9.647473052609712e-05
0.0004136844363529235,0.00017633673269301653
0.000424618658144027,0.00010171762551181018
0.00040447062929160893,9.49759196373634e-05
0.0004060654027853161,9.324831626145169e-05
0.00040144557715393603,0.00020099672838114202
0.0004077494377270341,0.00010429523536004126
0.0003901910677086562,9.297536598751321e-05
0.0003980047767981887,0.00011943862773478031
0.00039530679350718856,0.00014223110338207334
0.00039590438245795667,7.743456080788746e-05
0.00039568913052789867,0.00010565567208686844
0.00040322684799320996,0.00015940498269628733
0.00037976427120156586,0.00015286303823813796
0.00038365297950804234,6.54627729090862e-05
0.0003860439173877239,5.38973617949523e-05
0.0003679421206470579,4.3535921577131376e-05
